instance,true_class,explainer,p_original,comprehensiveness_auc,sufficiency_auc,comp_k1,comp_k2,comp_k3,comp_k4,comp_k5,comp_k6,comp_k7,comp_k8,comp_k9,comp_k10,suff_k1,suff_k2,suff_k3,suff_k4,suff_k5,suff_k6,suff_k7,suff_k8,suff_k9,suff_k10
1877212,Backdoor,LIME,0.3675023541304713,0.30267915047097,0.025777474441207572,0.24234826777800983,0.1414803464398959,0.09312264261676283,0.051930734886000994,0.05131141735776586,0.027960885163565274,0.010019435588253078,0.010019435588253078,0.010019435588253078,0.010019435588253078,0.0,0.0,0.0,0.0,0.001869247017239166,0.004027090653404672,0.004027090653404672,0.015055334378995096,0.028260205503606983,0.041493857200167794
1877212,Backdoor,TreeSHAP,0.3675023541304713,0.20222063096516113,0.001824112020548778,0.2556909176626445,0.2134574278258895,0.24611123967187104,0.21724899568430905,0.1966547699719601,0.18439164561218901,0.10686204447229754,0.10727661623325524,0.07672343322756724,0.048400141291118394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033518273087468327,0.0033518273087468327
1877212,Backdoor,Random,0.3675023541304713,0.18254707889206376,0.015229722427462093,0.3675023541304712,0.30269776028122497,0.2210366845245156,0.20449484653271446,0.15656064041448997,0.1277949551084335,0.12252509654516514,0.12252509654516514,0.12252509654516514,0.10189022175673008,0.0,0.0,0.0,0.0,0.008633036129998722,0.008633036129998722,0.008633036129998722,0.008633036129998722,0.008633036129998722,0.01280440779846594
1008461,Backdoor,LIME,0.23377883663130342,0.16282719568921597,0.9555392157518131,0.1767750939478078,0.11365444908055793,0.09347745898307423,0.06957729695691893,0.05678279163757107,0.0527444370645529,0.0527444370645529,0.03702459309140418,0.029552602775929037,0.027183248818505517,0.07325055954491103,0.13334180144786129,0.17288693693530505,0.22683556464292692,0.21958262777500767,0.2764905375868077,0.2721244273578818,0.2990122183852842,0.2777946274967786,0.2825291609677046
1008461,Backdoor,TreeSHAP,0.23377883663130342,0.14631513123429357,0.1226080042882851,0.11949691396786574,0.07092558922446546,0.0715642223358172,0.06487733826082755,0.08605509505446066,0.08605509505446067,0.08605509505446067,0.10022575070608018,0.09283288164478529,0.09654907266687551,0.022933234510117462,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.028853699101739426,0.03286873871797863
1008461,Backdoor,Random,0.23377883663130342,0.09048156222422885,0.19999227275473688,0.2252980428639346,0.22529804286393465,0.21221982617996613,0.1994328773434184,0.16829186321628914,0.08804332744529858,0.08804332744529858,0.08564787824890105,0.07013149551090782,0.0705660629527966,0.025949331818861145,0.025949331818861145,0.025949331818861145,0.025949331818861145,0.06524298560338897,0.058105928354568764,0.058105928354568764,0.058105928354568764,0.0578062179161952,0.06637529273979204
1232837,Backdoor,LIME,0.6819984572761167,0.5774986479480945,0.05428092688403114,0.4289336146714799,0.23782266989721645,0.07969160082019797,0.07969160082019797,0.04752708867600317,0.035418406042612975,0.042841425333501194,0.034356140651893664,0.034356140651893664,0.024359405715225765,0.00745678155065046,0.022271589415679315,0.022271589415679315,0.022271589415679315,0.03193492102361646,0.04172474602368312,0.050953972163641455,0.050953972163641455,0.060166024062525386,0.060189898709472986
1232837,Backdoor,TreeSHAP,0.6819984572761167,0.5810886542833498,0.0010933722021062397,0.4209427132635608,0.2178749351384673,0.14492723477238012,0.07265291273063505,0.05037233461789122,0.022749373787228064,0.015624439248952477,0.0070198394763770645,0.023840274499428257,0.03309397239274964,0.00745678155065046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232837,Backdoor,Random,0.6819984572761167,0.395654729472899,0.018587633953882857,0.5185338048226511,0.5168641810617682,0.49961215938064624,0.3294544141751593,0.22323288684655246,0.1775379662572802,0.1672565114678237,0.15233343455705528,0.15233343455705528,0.12627848490618576,0.00745678155065046,0.00745678155065046,0.016686007690608795,0.016686007690608795,0.016686007690608795,0.016686007690608795,0.016686007690608795,0.009229226139958337,0.009229226139958337,0.009965322975351194
1236366,Backdoor,LIME,0.9869077800246078,0.7820142902504343,0.009729190814875421,0.7459625874477638,0.5266242037510707,0.2585384896806173,0.15965084306770114,0.10955818082612387,0.10955818082612387,0.05965442641742334,0.04967628124133352,0.019754330924566462,0.009957373559009107,0.0,0.0,0.0,0.0,0.0,0.0,0.009205036883127057,0.019175381205913635,0.02885150106765886,0.038786221928745514
1236366,Backdoor,TreeSHAP,0.9869077800246078,0.7979247259266165,0.0010099478136937807,0.8259216601627526,0.3767673210538775,0.2649040357684766,0.14722793756743344,0.06828289526036194,0.0586539845203233,0.0586539845203233,0.0397309644263933,0.029763071184566562,0.019924686515405073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009967253547532352
1236366,Backdoor,Random,0.9869077800246078,0.6801882197828607,0.003999312751679746,0.6866020284254519,0.6057251629708139,0.46530119728723834,0.37613956034396895,0.28711795231829407,0.28711795231829407,0.11970628879292637,0.10974131638427752,0.07984697451179515,0.049897169064410864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01946952869384363
538709,Benign,LIME,1.0,0.027222854355361547,0.9650886591941907,1.0,1.0,1.0,1.0,0.99,0.9700038772692804,0.941941894794276,0.941941894794276,0.941941894794276,0.941941894794276,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9600500527446079,0.9600354675084426
538709,Benign,TreeSHAP,1.0,0.030198972168277605,0.9720742960245301,1.0,1.0,1.0,1.0,0.9800038772692804,0.951941894794276,0.941941894794276,0.941941894794276,0.931564995496418,0.9506157211686974,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
538709,Benign,Random,1.0,0.03679429222345417,0.9357723407014589,0.9700912076557537,0.9700912076557537,0.9700912076557537,0.9700912076557537,0.9800912076557537,0.9700912076557537,0.9601274424983619,0.9402916538530947,0.9505453677397396,0.9505453677397396,0.9417666304828793,0.9417666304828793,0.9417666304828793,0.9417666304828793,0.9417666304828793,0.9417666304828793,0.941760668528214,0.9218003910560121,0.9217812822665441,0.9217812822665441
1073604,Benign,LIME,1.0,0.030067329720931145,0.863164265325484,1.0,1.0,1.0,1.0,0.99,0.9800154040623784,0.9519534215873741,0.942164844654327,0.9225412110354518,0.9126518214511572,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.810215463724908,0.8401006284512326,0.8401006284512325,0.8401006284512325,0.8201243740088209,0.8201469315604224,0.8104244070407843
1073604,Benign,TreeSHAP,1.0,0.06731943657413893,0.9730742960245301,1.0,1.0,1.0,0.9634061594521509,0.9534061594521509,0.9419659446845078,0.9222478720640208,0.842302528145802,0.8517384852299892,0.8517384852299892,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
1073604,Benign,Random,1.0,0.062338582453704494,0.8262134976287291,0.99,0.9534061594521509,0.9634061594521509,0.9634061594521509,0.9334998269983251,0.9227818218459365,0.9227818218459365,0.9227818218459365,0.9030074404403208,0.901542964130047,0.9400491062458468,0.9400491062458468,0.8100904586735382,0.8100904586735382,0.8100904586735382,0.7901843462874596,0.7901944481565983,0.7901944481565983,0.7803625049091678,0.8008296402651583
1495300,Benign,LIME,1.0,0.015944049986786668,0.939203886506825,1.0,1.0,1.0,1.0,0.99000804528295,0.99000804528295,0.9801010330212706,0.9701010330212706,0.950170671761846,0.960170671761846,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9301559871241846,0.9301559871241846,0.920259200193986,0.9403804271611529,0.9103712775210633
1495300,Benign,TreeSHAP,1.0,0.016835434722178598,0.9571449146164376,1.0,1.0,1.0,1.0,0.9900929877383206,0.9801010330212706,0.9801010330212706,0.9801010330212706,0.9510862692190695,0.9501632967570122,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9601431971887355,0.9601431971887355,0.9701517843272459,0.9701517843272459
1495300,Benign,Random,1.0,0.0,0.9431240074536562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9501431971887355,0.9500719010206028,0.9500719010206028,0.9400965614074641,0.9400965614074641,0.9400965614074641,0.9400965614074641,0.9400965614074641,0.9400965614074641,0.9403737068618357
148348,Benign,LIME,1.0,0.03981867712661978,0.9720742960245301,1.0,1.0,1.0,1.0,0.9600638519994767,0.9500791520904711,0.9401721398287917,0.9302166364376551,0.9106407241887038,0.9106407241887038,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9800283619150599
148348,Benign,TreeSHAP,1.0,0.03575966131093998,0.9690857795518978,1.0,1.0,1.0,1.0,0.9900929877383206,0.9501568397377973,0.9401721398287917,0.9206559533894848,0.9206559533894848,0.920669512806721,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
148348,Benign,Random,1.0,0.04380153723775123,0.9501557350051589,0.9803120701184435,0.9703404320335034,0.9603404320335034,0.9603041971908952,0.9501013696017055,0.9401111547774857,0.9401111547774857,0.960059280537608,0.9501522682759286,0.9501522682759286,0.9501357398661651,0.9601073779511051,0.9601014159964397,0.9601014159964397,0.9501790260581086,0.9501790260581086,0.9501790260581086,0.9401914406890378,0.9401914406890378,0.9401914406890378
1662917,Benign,LIME,1.0,0.02357446900662511,0.9710857795518978,1.0,1.0,1.0,1.0,0.9902286388265163,0.9602619715869097,0.9512489347016178,0.9512489347016178,0.9512489347016178,0.9600178954154696,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
1662917,Benign,TreeSHAP,1.0,0.01942459369053372,0.9650972630792654,1.0,1.0,1.0,1.0,1.0,0.9909869631147081,0.9610202958751014,0.9512489347016178,0.9512489347016178,0.9512489347016178,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
1662917,Benign,Random,1.0,0.0040000000000000036,0.9541431971887354,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9601431971887355,0.9601431971887355,0.9601431971887355
162798,Benign,LIME,1.0,0.02094629059745079,0.9710857795518978,1.0,1.0,1.0,1.0,0.99,0.9601074188050984,0.9601074188050984,0.9601074188050984,0.9601074188050984,0.9601074188050984,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
162798,Benign,TreeSHAP,1.0,0.01697932028145984,0.9670972630792652,1.0,1.0,1.0,1.0,1.0,0.99,0.9601074188050984,0.9600654013339639,0.9600169885231696,0.9600169885231696,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
162798,Benign,Random,1.0,0.0,0.9440845063755458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9400462573305295,0.9400462573305295,0.9400462573305295,0.9400462573305295,0.9400462573305295,0.9400409883478668
1696280,Benign,LIME,1.0,0.02097132664747705,0.9710857795518978,1.0,1.0,1.0,1.0,0.9900131099109369,0.9600547247228585,0.9600547247228586,0.9600547247228586,0.9600547247228585,0.9600547247228585,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9601431971887355,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
1696280,Benign,TreeSHAP,1.0,0.0189717114328933,0.9690857795518978,1.0,1.0,1.0,1.0,1.0,0.9700416148119217,0.9600547247228585,0.9600621820454289,0.9600621820454289,0.9600621820454289,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9800283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599,0.9900283619150599
1696280,Benign,Random,1.0,0.0,0.9501350558938343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9501431971887355,0.9501431971887355,0.9501431971887355,0.9501563070996724,0.9501563070996724,0.9501216706345581,0.9501216706345579,0.9501216706345581,0.9501216706345581,0.9501216706345581
1807777,Benign,LIME,0.9998680264842661,0.028805360937740665,0.7639739924127085,0.9998680264842661,0.9998680264842661,0.9999562906217037,0.9999562906217037,0.9808143572936706,0.9718013204083789,0.9718450297866751,0.951858631282544,0.9223237691258893,0.9123349133561569,0.9501431971887355,0.9501431971887355,0.9403583097721687,0.7802886898993283,0.7104343266939915,0.6807532612826728,0.6716113279546395,0.6517382865820294,0.6516305421138526,0.6516305421138526
