instance,true_class,explainer,p_original,comprehensiveness_auc,sufficiency_auc,comp_k1,comp_k2,comp_k3,comp_k4,comp_k5,comp_k6,comp_k7,comp_k8,comp_k9,comp_k10,suff_k1,suff_k2,suff_k3,suff_k4,suff_k5,suff_k6,suff_k7,suff_k8,suff_k9,suff_k10
1742089,Exploits,LIME,0.9399018287658691,0.939820553626123,0.011347299763915587,0.0006402948,9.14538e-05,1.2032562e-05,1.201021e-05,1.1638889e-05,9.720908e-06,9.1391885e-06,9.572424e-06,7.966359e-06,8.9222485e-06,0.00012865497,0.00052065076,0.0058210506,0.0060082558,0.0061775367,0.008426302,0.0068064714,0.018233908,0.034659665,0.019870976
1742089,Exploits,TreeSHAP,0.9399018287658691,0.9398250119577369,0.0016295633686857502,0.0006402948,8.906441e-05,7.6105284e-06,7.86445e-06,8.317832e-06,3.5043665e-06,2.9263826e-06,3.242495e-06,2.5587917e-06,2.7840217e-06,0.00012865497,0.00013723648,0.00028107353,0.0003830374,0.0020007177,0.0020503956,0.0021811347,0.0025674764,0.0027860333,0.0028005377
1742089,Exploits,Random,0.9399018287658691,0.10579234957695008,3.2622700587405575e-07,0.9401615,0.94229054,0.8473291,0.85016793,0.87123233,0.74524474,0.7771342,0.7876205,0.789957,0.789957,2.3555039e-07,2.498153e-07,2.2208738e-07,2.2107517e-07,2.8818647e-07,3.3715904e-07,3.7009056e-07,3.7009056e-07,3.8607945e-07,3.8607945e-07
1853426,Exploits,LIME,0.8654231429100037,0.8653704098081562,0.0065706214451418795,0.00039735137,5.8793583e-05,8.727747e-06,8.745961e-06,1.05883655e-05,1.05883655e-05,1.05745075e-05,8.252959e-06,8.195306e-06,5.512858e-06,0.00012865497,0.00052065076,0.0058210506,0.005804728,0.0059687076,0.0059687076,0.006160686,0.008089479,0.0077897226,0.010611294
1853426,Exploits,TreeSHAP,0.8654231429100037,0.8653748218839837,0.0014048665429992897,0.00039735137,5.5127337e-05,4.880712e-06,5.043557e-06,5.090018e-06,6.2074123e-06,3.971804e-06,1.8546543e-06,1.8416996e-06,1.8416996e-06,0.00012865497,0.00013723648,0.00028107353,0.0003830374,0.0020007177,0.002128032,0.002369647,0.0016165449,0.0015565485,0.0015565485
1853426,Exploits,Random,0.8654231429100037,0.45363801756175237,1.0758551173667296e-05,0.8781423,0.8781526,0.8875301,0.7780748,0.594756,0.03776949,0.03242416,0.0271612,0.0018760985,0.0019645044,3.0082805e-07,2.99457e-07,3.4537817e-07,3.6634066e-07,1.4229431e-06,4.4159283e-06,4.548503e-06,5.055376e-06,3.4447225e-05,4.190501e-05
1817762,Exploits,LIME,0.9767729043960571,0.9766926295153098,0.009075809090814783,0.00061664,9.136e-05,1.1986756e-05,9.473233e-06,9.825511e-06,1.2059608e-05,1.2059608e-05,1.2059608e-05,1.2610116e-05,1.4674339e-05,0.00012865497,0.00052065076,0.0058210506,0.008418948,0.0076452196,0.008775096,0.008775096,0.008775096,0.013727402,0.026062828
1817762,Exploits,TreeSHAP,0.9767729043960571,0.9767001483701734,0.0021171719441550984,0.00061664,7.340066e-05,6.2452646e-06,6.387382e-06,6.155828e-06,4.718973e-06,4.067339e-06,3.8990547e-06,3.0228668e-06,3.0228628e-06,0.00012865497,0.00013723648,0.00028107353,0.0005717365,0.0012692325,0.0023264363,0.0026356748,0.0028381958,0.0045895674,0.0059021544
1817762,Exploits,Random,0.9767729043960571,0.5438908509910106,3.833954962793999e-06,0.97895503,0.97895503,0.97689193,0.50446504,0.50446504,0.15475681,0.08613223,0.07962046,0.032289475,0.032289475,2.2926744e-07,2.2926744e-07,2.7288567e-07,1.3540855e-06,1.3540855e-06,6.0555763e-06,5.6486624e-06,5.985942e-06,8.159631e-06,8.159631e-06
1561316,Exploits,LIME,0.921676754951477,0.921562463343298,0.007265246024909511,0.00059926434,0.000103317754,0.00013215328,0.00014028086,0.0001358467,1.4013271e-05,6.911186e-06,4.7960507e-06,3.1453333e-06,3.187315e-06,0.00029742107,0.0009456144,0.0015824945,0.0013822622,0.0012817831,0.0134253055,0.015272253,0.017354535,0.0076091583,0.0078112558
